metric,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
test_returns:CarRacingF1-Hungary-v0,41.647842,-65.37317,18.043236,36.046734,57.050816,217.68414,49.84945,-53.370808,-65.773224,-53.97091,-23.272858,-39.574066,10.641668,158.47363,134.46645,-5.7635484,-64.37298,-66.77344,579.95624,104.2603,-4.5612483,157.07086,76.45473,11.641994,79.05527,-7.1617494,81.855835,64.25226,85.45653,62.851997,2.0400913,-47.76969,36.64694,-9.562238,61.251663,-20.56439,-8.361954,-1.5606122,-20.76441,9.041438,40.847874,-33.96675,109.86185,151.47012,122.26436,2.8406062,11.842443,-5.161052,107.46143,36.647335,-69.37388,-67.17342,-73.97479,-158.19194,-86.377266,12.642257,-134.18704,-180.9966,-86.177246,-49.1699,-172.99496,-177.99599,-177.19583,-176.39566,-177.39586,-174.39525,-173.99518,-173.99518,-177.99599,-173.195,-166.59367,-104.58093,-164.99336,-147.38976,-156.79169,-108.78178,-127.38571,-169.39424,-127.38566,-129.98624,673.1744,684.17633,308.50296,675.1753,565.15326,108.6614,671.174,231.2874,243.28989,190.87833,732.78687,735.5874,744.98926,733.18677,741.1881,734.98694,713.9827,731.1864,731.58624,739.1879
test_returns:CarRacingF1-Russia-v0,16.042816,89.85748,-10.962516,-2.5608273,-1.5606351,173.07414,55.850643,94.858475,17.443096,59.651344,31.96378,30.045605,-56.771442,-40.56822,-54.771076,-51.370365,6.64119,-53.370792,-55.771263,-52.570618,62.651924,92.457924,51.24974,42.848034,53.85024,61.25171,63.452137,-74.975075,47.448963,137.86703,154.27034,14.842611,144.06879,131.86621,-42.56868,-60.9723,54.25031,143.26857,146.06946,265.495,-0.760307,-39.76803,261.89276,-47.369415,204.48079,-25.96528,55.25075,190.47798,33.24656,55.85097,-23.96491,-68.57372,-143.789,18.043358,-8.361893,-175.79553,-161.99272,-42.96866,-142.7888,-67.373505,-140.58836,-171.39464,-183.19705,-160.9925,-145.78943,-165.99355,-162.7929,-182.59692,-173.195,-140.18828,-158.79208,-162.59276,-168.39404,-188.59814,-133.38692,-164.99333,-99.17984,-138.5879,-127.385735,-160.19237,478.93646,292.0984,472.7353,368.7146,315.30408,376.11603,53.050148,431.32617,673.175,218.28339,635.16705,-83.37678,586.7577,496.7395,-75.77524,59.851433,53.650227,159.87152,586.95734,601.16034
test_returns:CarRacingF1-Singapore-v0,146.2688,-65.173065,-76.57543,-87.17754,-79.57596,36.646847,8.041304,-48.56973,-85.57721,-50.17013,-44.769066,-159.3922,-152.19073,-163.59305,-72.37453,-161.3926,-161.19257,-73.77475,-46.769524,-160.3924,7.841279,3.2406235,-54.971096,-83.776825,-80.37613,-74.97507,-71.57437,-15.963254,-58.771725,-33.56688,-94.77905,-97.37959,65.85257,-74.17491,-100.18015,-94.57901,238.88794,55.850628,-101.18034,15.842807,-201.28905,229.88585,65.45279,133.86649,-63.57263,198.8796,73.85475,105.06082,29.44594,-87.57752,-78.17565,-96.97945,-97.779594,-180.39648,-96.97945,-91.778404,-97.37953,-102.1805,-48.3697,-96.77942,-169.99435,-172.19481,-171.99477,-171.1946,-172.39485,-171.99477,-160.59245,-170.99455,-172.59488,-176.79575,-183.3971,-184.19725,-164.7933,-183.39708,-171.39464,-160.39241,-184.59734,-168.194,-182.59692,-168.79411,-92.97866,-69.57395,262.0921,331.50592,0.039731156,93.25831,171.87415,355.11163,266.89438,89.05733,166.47318,-54.170937,145.86879,153.07018,174.87485,173.27457,-53.770844,172.0743,172.47435,158.07127
test_returns:CarRacingF1-USA-v0,18.643345,-25.765398,175.87575,154.47112,179.07652,223.48592,183.67738,-30.96641,176.27582,10.841817,-12.27049,-16.871227,-15.970599,-29.169306,-17.77094,-118.76922,-181.39668,-154.79129,-182.39688,-181.99681,-191.19867,-191.39873,-191.19867,-190.99864,-191.19867,-191.59875,-191.59875,-191.19867,-191.19867,-191.19868,4.2405214,-28.365896,-22.764788,-14.563194,-19.764223,-15.7634325,-94.37896,-25.165274,-5.1613584,-5.7614837,-193.39912,-193.39912,-193.39912,-193.39912,-68.3738,-193.39912,-193.39912,-148.79013,-193.59917,-193.39912,-58.171688,-185.59753,-162.59285,-169.1942,-194.1993,-193.79921,-190.99864,-191.59875,-186.19766,-194.39932,-187.19786,-187.19786,-183.79716,-180.19644,-187.19786,-165.99353,-187.19786,-187.19786,-176.99579,-187.19786,-193.79921,-194.1993,-192.99905,-191.19868,-192.99905,-191.59875,-191.59875,-192.19888,-192.99905,-189.39832,-43.368595,-192.99905,-37.56747,-41.36824,-180.79655,168.27344,-30.366034,-192.799,-15.963159,-191.19868,-192.799,-192.799,-192.799,-192.99905,-192.799,-192.99905,-192.799,-192.799,-192.59897,-192.799
test_returns:CarRacingF1-Bahrain-v0,-20.474457,-125.375336,-119.174095,14.052353,-120.97444,-109.572105,-124.77521,-118.37393,-112.37272,-110.772385,-16.972437,-15.472094,-14.071681,-16.27206,-17.672108,-17.77211,-18.672012,-32.772194,-36.17217,-16.17241,-34.371674,-37.971794,-106.77159,-107.37173,-106.57157,-106.77161,-107.37173,38.657097,-107.37171,-108.57196,-118.17392,16.052744,70.263374,-107.7718,331.1179,-17.353886,-115.173294,-110.17226,-111.17251,-110.97244,-54.872517,-126.87187,-144.1741,-21.55425,-114.172966,-117.97375,-23.554657,-119.173965,-115.573235,-111.77248,-83.76675,-207.19193,-215.3936,-148.37991,-118.373825,-118.57388,-113.172775,-228.99637,-60.36217,-44.559074,-238.79837,-238.39828,-238.79837,-238.79837,-238.59833,-235.5977,-233.19722,-238.39828,-238.79837,-225.19559,-225.79573,-223.5953,-206.19173,-197.18983,-221.59491,-223.59532,-163.7828,-191.58852,-210.79272,-209.99255,286.3081,299.91086,273.90582,276.90527,294.30954,517.7536,122.674034,290.90903,318.91455,483.34647,296.11053,295.91037,-101.77059,295.91052,295.71057,295.91083,294.51022,-101.17044,295.91058,406.73187
test_returns:CarRacingF1-China-v0,-24.176432,-27.677029,-17.574745,-20.77527,-11.3738575,-18.374874,-135.17728,-114.57316,-134.77719,-142.1787,-6.470105,-8.970134,-22.972841,-14.371226,-32.974445,-32.374275,-10.37071,-7.470093,-22.27256,-55.56588,1.8303894,0.630098,1.130429,-1.4699357,0.030348206,0.53015745,2.530545,2.1306121,-0.46990508,0.22994232,-101.97062,-98.56994,-100.3703,-99.97024,-99.17008,-109.17206,-103.77099,-117.57376,-104.3711,-103.37091,-97.87077,-108.269135,-112.7727,-121.77451,-102.5706,-60.562057,-69.56382,-105.37117,-133.57692,-107.97169,-141.17845,-123.97495,-162.58281,-115.77328,-164.58324,-133.17683,-166.3836,-162.98291,-192.78899,-126.575455,-236.39789,-236.19785,-234.39749,-225.39566,-240.59874,-234.19745,-239.59853,-230.39667,-234.39748,-236.59793,-233.79736,-204.59142,-230.19664,-224.39548,-219.39445,-173.98485,-221.79497,-202.59097,-221.39487,-158.18156,-13.469856,-106.171425,-103.17082,-102.570694,-98.36987,-100.77035,-97.76976,336.7172,-98.769966,182.4865,-103.971016,-108.17182,-101.97062,-98.36987,-120.574295,-98.16984,-101.57052,-96.9696,-81.16635,-96.76956
test_returns:CarRacingF1-UK-v0,160.27249,-18.56397,151.27052,176.276,3.4403384,-11.162543,4.240491,164.87357,221.88582,414.32455,-58.867897,369.9341,403.92227,422.52582,396.92087,444.32996,456.1325,438.12897,438.12866,359.91345,-53.170734,6.6410217,-20.16429,61.25168,-65.373146,221.48495,-65.37315,-69.57398,101.85985,-13.162893,225.28648,172.67506,-22.16471,-49.370026,243.09035,200.48026,128.66553,-42.568687,251.69229,-41.968586,-29.16577,239.28775,219.08362,326.70496,217.08302,317.1035,362.71262,276.4952,291.89838,308.50183,46.048855,116.663025,-76.17528,-54.37092,-181.39668,-68.973816,-31.366423,249.29063,-89.377914,175.07489,-192.799,-192.99905,-192.99905,-189.99843,-192.79901,-192.99905,-192.799,-192.99905,-192.79901,-192.99905,-181.79675,-183.99721,-184.59734,-183.79716,-155.99152,-123.98503,-179.9964,-182.59692,-172.99496,-179.9964,442.5291,213.08331,399.92105,479.93686,475.53607,245.09045,433.12735,243.08995,149.86983,475.336,456.93237,451.9311,521.9452,461.13287,464.53336,455.73184,604.96124,480.73666,634.5669,605.9612
test_returns:CarRacingF1-Monaco-v0,-94.78901,-94.588974,-92.788605,-94.78901,-95.38914,-94.38893,-94.588974,-95.58917,-94.78901,-92.98865,-124.09567,-128.99599,-128.59592,-129.59612,-128.79596,-129.39607,-129.19603,-128.59592,-128.996,-129.19603,56.441013,212.67241,-90.988235,-126.795555,-124.59511,-106.39139,-126.59552,83.046486,174.66473,-127.79576,-87.987625,-84.58692,-84.58692,-90.58815,-89.587944,-89.98803,-84.786964,-91.98844,-88.78778,-87.58753,-117.793724,-101.39037,-24.374825,-117.793724,-103.390785,-122.79474,-99.79005,-100.99029,-109.39201,-100.790245,-132.19664,-133.79697,-95.58918,-135.19725,-107.59164,-127.19564,-137.59775,-133.99701,-99.59,-129.39607,-132.19664,-123.794945,-132.79677,-128.59592,-128.39587,-132.79677,-108.99195,-132.99681,-132.79677,-133.3969,-131.3965,-130.39629,-129.19604,-122.99478,-131.99661,-126.79556,-130.79637,-129.59613,-127.995804,-124.19503,364.30362,-59.18176,351.5004,515.9334,-74.78493,277.08612,134.65678,-92.98864,547.73975,-49.179764,468.92395,373.1047,-76.58529,399.91043,325.0951,364.303,388.10794,405.1117,349.50018,347.4997
test_returns:CarRacingF1-Germany-v0,-61.88731,-60.987106,-61.487072,-56.886074,-60.18675,-59.68651,-62.187107,-61.78667,-66.18811,-60.38675,-54.1845,-55.584866,-54.784626,-56.28471,-53.984386,-54.084312,-54.48438,-52.68399,-59.184944,-80.984726,-49.184105,-49.78415,-49.584156,-51.484394,-49.083992,-50.58427,-50.184265,-49.784153,-49.884182,-49.084023,89.05733,-123.18478,327.10706,125.66475,-123.384834,273.49643,86.65677,188.87805,-120.58425,296.10068,-103.68565,-146.98604,124.06471,-136.3875,-127.185616,20.444109,15.043082,74.654884,-129.5861,45.248962,311.7025,-122.98475,-149.39015,-143.789,-69.373886,-58.17165,-182.59692,66.053,-136.3875,-134.38708,-191.7988,-190.7986,-191.59875,-190.19847,-192.19888,-192.19888,-191.39873,-191.19868,-189.39832,-183.59714,-146.78967,-162.5929,-129.78613,-180.39647,-163.79312,-152.39078,-133.78703,-156.39163,-165.39346,-133.98705,-63.186707,-55.18507,-85.88701,-74.28617,-109.18661,-64.38626,-158.98561,-210.38635,1.4403219,-130.38625,-58.971878,467.73346,-53.370777,398.52036,324.90588,397.3201,357.51242,398.32043,156.07097,391.11865
test_returns:CarRacingF1-Italy-v0,22.434229,171.8643,23.434439,172.46439,347.50037,156.26091,26.635046,27.635237,31.035917,197.46915,6.4287095,7.8292513,11.231621,12.932068,11.831894,11.732199,12.23237,10.932312,11.432492,6.5330567,375.51468,284.79813,36.036915,236.67828,195.06934,370.30533,11.632104,349.50116,27.035143,30.635836,417.91476,384.30786,225.67584,705.5712,-3.7709363,23.034384,-5.9713774,27.435198,3.6305375,-18.573845,-61.773777,-96.97317,50.84011,201.07011,-13.572666,-2.7705228,-31.576267,-4.770922,-9.771968,195.06906,-20.77415,-5.9712706,8.631635,8.431584,-13.172698,338.29745,-23.374695,-38.57765,2.430379,14.032654,-138.79799,-137.79779,-138.3979,-138.99803,-138.3979,-139.19807,-130.79636,-138.19788,-139.99823,-138.3979,-72.58454,-106.99152,-91.188354,-82.38652,-109.592064,-72.784584,-125.39528,-84.98699,-101.390434,-69.78399,441.1182,439.3175,382.1062,440.11792,425.51486,463.52246,396.5091,389.5076,468.12357,487.32745,539.3378,537.1373,569.9442,593.14886,568.7439,543.5389,602.5506,592.34863,545.3392,574.54504
