metric,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
test_returns:CarRacingF1-Hungary-v0,782.5966,774.79517,799.19965,777.7957,784.59674,786.19714,769.19354,791.99805,770.19403,791.7984,820.1998,818.1999,816.39996,816.70013,813.19995,812.9999,813.1999,812.69995,810.9999,797.99976,819.3,806.80005,762.79266,782.99677,782.3968,781.39667,781.9966,788.998,795.79944,791.5987,828.4002,825.8,824.9998,736.3876,738.3885,-42.168644,782.39716,773.3944,731.1868,778.3963,799.1998,765.7933,472.3344,735.9873,714.98315,768.9941,783.1971,765.1932,765.7936,435.32825,-6.5615907,767.19366,626.765,722.38416,600.7596,164.27245,577.3553,385.917,769.59424,133.8663,811.90027,811.8998,809.2,808.9,808.09924,808.00024,807.19977,806.39966,467.1332,717.9844,824.9001,824.2,812.40015,714.7839,788.19763,782.39667,794.599,724.7855,787.1975,795.79974,769.3947,721.18506,690.37787,743.3889,714.1829,579.95667,744.9894,725.3855,792.99896,789.3984,578.956,590.558,616.16296,626.96515,633.5668,433.52643,146.0688,551.5501,610.96234,628.7658
test_returns:CarRacingF1-Russia-v0,806.20056,799.39984,780.1963,791.39813,773.59467,791.5984,793.5988,789.59796,764.19275,799.39984,776.39514,769.19366,712.38257,752.7904,762.3926,773.9951,760.39197,769.39404,767.5934,763.79254,595.15985,497.14075,522.34534,609.76263,524.14594,792.1986,770.19434,518.5444,510.34296,533.1475,598.36005,500.94092,752.19086,770.39465,733.5868,488.73865,548.55035,594.7595,538.5483,254.89255,767.9941,755.9912,780.19604,792.9989,761.79266,781.7967,785.9974,784.59735,770.59454,773.19495,723.185,723.9849,764.9932,737.78766,705.18164,745.78955,726.3853,346.7107,685.37744,731.1863,547.55054,594.35944,555.35223,545.7502,516.5444,517.1445,730.3865,599.561,395.72052,547.15045,677.7758,532.3473,464.33383,494.73987,490.339,698.78,370.3155,662.3732,706.7818,718.78436,591.35944,697.3803,216.28448,691.5789,717.98395,716.9842,548.551,715.7842,581.9573,721.7847,633.96655,606.36127,674.9751,594.9586,599.5599,265.89447,501.34045,596.35925,610.9621,487.13766
test_returns:CarRacingF1-Singapore-v0,671.97406,658.1712,690.7782,665.1729,673.97473,677.3754,601.36017,388.11862,657.3717,666.37317,714.7828,717.78345,707.18134,698.7796,721.18396,722.18396,183.0766,734.9868,274.49542,180.47643,421.92538,704.38104,680.57605,660.7717,689.3777,670.77386,694.1789,376.1161,385.11795,395.92,503.34152,490.73907,426.12634,486.1382,441.5291,760.5924,419.72473,476.3361,476.73602,481.33722,716.1833,750.19,560.95276,740.9879,736.1871,731.5859,723.58466,737.78723,741.3879,774.79504,767.1935,752.99036,748.7896,511.3429,724.3848,705.98126,760.39197,251.69113,363.3139,424.52582,649.76984,355.5119,683.37665,703.3803,659.3717,657.3714,388.5185,326.9052,359.31277,660.7717,474.33615,473.7359,477.73694,490.93927,489.73907,481.73715,488.93854,472.5354,467.5349,447.73068,522.7451,675.57544,647.3703,661.3726,669.9738,712.9829,580.1565,541.5488,736.58795,441.72916,479.33554,454.73117,483.7364,476.73502,334.50684,488.73737,453.53043,301.90057,470.93393,421.52393
test_returns:CarRacingF1-USA-v0,716.9836,709.7819,711.9825,722.5849,726.78564,703.5812,721.3844,720.3839,720.7843,721.7845,803.09955,800.99994,800.6996,411.92206,771.79443,407.92136,779.1957,699.97986,318.10483,611.9623,677.57574,-192.19888,598.55975,328.50674,-191.99884,46.648895,-33.766674,415.92343,-191.19867,16.843044,-19.163992,642.76917,652.77106,668.574,658.5723,-24.9652,640.5684,625.56555,640.5687,634.76764,146.98727,711.5829,723.7852,718.9844,635.16785,725.18536,690.37854,713.58325,724.1853,722.18475,240.28824,66.85284,339.90784,80.455536,190.07755,617.764,181.67593,236.0876,66.85286,684.57684,-193.19908,-192.99905,-192.99905,-193.19908,-192.99905,-193.19908,-193.19908,-193.19908,-193.19908,-193.19908,-236.99904,483.9367,-193.79921,162.67241,353.71072,300.90015,281.49625,230.886,539.94775,141.06816,186.87755,487.73865,201.48006,627.7656,175.0748,674.3758,663.5734,403.32095,220.08522,660.1731,341.90903,552.9506,347.30917,606.1611,397.31937,556.7513,383.51648,363.31317,459.73166,229.48557
test_returns:CarRacingF1-Bahrain-v0,375.92557,618.77325,638.37756,615.3726,627.975,590.9679,603.7702,627.9753,593.36816,382.12656,722.39435,675.5852,749.60034,743.3991,742.3987,668.38403,708.79193,694.1895,309.11313,734.19696,694.589,695.7891,650.7799,728.9961,697.3898,661.7824,684.5873,660.3821,658.5816,734.9972,526.3563,741.59845,668.78455,663.5834,651.981,392.32993,722.5947,461.5424,364.12427,725.39545,420.0495,263.12335,678.9856,681.78625,377.3263,687.5877,695.589,501.35086,701.99005,375.9263,392.3287,655.98145,655.58093,701.39026,650.7802,697.7895,709.59216,683.5866,707.79193,687.18774,690.9883,660.1818,405.9311,666.38324,694.189,682.58606,649.7794,690.18774,664.18274,659.7816,466.54385,539.95844,739.79846,723.1943,711.9925,744.1991,723.5956,729.9966,649.58026,724.7957,-35.747673,633.7774,657.78204,243.29936,311.71426,471.74597,323.31512,581.76697,662.1826,371.92612,371.52493,475.146,431.93704,448.14078,466.9444,484.9479,422.73514,369.32434,443.13956,494.54965
test_returns:CarRacingF1-China-v0,416.9329,49.859535,410.33148,419.73346,406.5309,389.72754,68.663216,374.7246,371.324,379.12534,-102.3707,-100.570335,-97.169655,-98.36989,551.96027,-98.769966,-101.57055,-97.36968,379.9259,-100.970406,572.5642,-98.36987,619.3737,607.57135,615.9734,613.3724,396.12897,550.55994,302.71036,144.47845,46.058777,60.261612,86.0669,47.659187,198.28922,482.7469,471.94534,697.7895,388.12732,486.34738,-29.972599,-31.272562,0.16064453,-125.77536,187.68723,94.26824,60.46151,-137.57773,68.062965,51.05961,59.66186,134.2768,-104.77115,131.07613,41.057835,485.94638,29.85591,62.66214,122.0743,-98.169815,400.92996,599.7696,568.1633,-89.96818,188.68802,485.747,222.09502,482.14566,482.74634,481.9463,-9.869919,-13.169914,-17.569895,-30.971445,-137.66978,600.3699,605.7708,398.32928,637.9771,491.5487,76.86484,573.96497,365.52332,69.66337,-117.37371,367.5233,322.71545,244.29854,322.11435,166.08266,217.2932,412.933,93.06827,229.09566,326.31537,36.25701,396.72952,37.057114,351.32056,220.89406
test_returns:CarRacingF1-UK-v0,748.18964,739.3879,750.3902,765.59296,741.38885,752.5908,761.39246,752.1905,759.19226,746.38934,748.98975,737.78815,509.14304,466.9348,475.13617,472.93585,475.7364,788.79767,469.53534,478.73685,643.3695,473.9361,461.93378,472.7356,469.13495,476.3365,472.33548,465.73407,695.3798,762.1925,453.73206,474.93616,469.9354,798.40027,788.79816,458.73303,769.7943,787.99786,450.13123,468.73505,746.9896,761.9925,762.59296,744.38904,714.9833,685.77747,729.38586,456.13226,455.53223,-34.367107,476.13654,461.73352,478.937,463.13397,480.53726,492.33923,464.53424,464.73413,479.5373,477.73663,391.2348,578.95685,463.33386,467.93506,593.15955,532.5477,469.3352,576.9566,467.935,467.93506,780.19604,676.7759,468.33478,474.5362,473.33585,480.73724,709.5824,630.16675,793.1986,453.7318,596.9603,569.5551,261.69424,389.11935,292.09903,165.27353,533.9478,436.32822,456.73282,162.47295,296.0991,221.28386,572.55444,265.4942,448.12997,440.72855,336.708,411.72293,259.89166,473.53473
test_returns:CarRacingF1-Monaco-v0,205.87091,565.54333,300.29,268.28342,540.138,511.73233,344.49893,568.1437,520.13403,550.5404,377.7061,432.51688,393.30933,426.71542,401.71088,391.7089,393.70935,403.51132,450.92035,394.70953,584.7472,580.94586,585.7472,612.7525,649.5598,632.5565,527.73566,625.75507,615.55316,410.91208,679.5659,379.50653,635.9576,712.17236,381.907,670.9645,612.15234,374.1054,380.30673,691.56836,684.9667,690.7682,-119.19401,-123.194824,-124.395065,-125.595314,-123.99499,376.5059,649.1596,106.05094,403.11075,407.91208,451.72095,430.31644,438.9183,425.91577,447.5198,430.91656,395.10916,458.92224,634.9568,632.75653,621.7544,654.16046,625.9552,534.9375,640.9581,629.35547,618.55365,578.14575,737.77783,717.97345,721.9744,727.57587,705.77136,753.1809,485.1277,752.7804,714.773,711.7724,560.94226,507.33182,493.32895,604.55096,556.54144,516.7337,592.7484,507.33154,607.7516,703.3704,364.30292,393.3085,360.90253,361.7023,407.91122,375.50513,371.90445,352.10037,376.1051,381.5063
test_returns:CarRacingF1-Germany-v0,542.34827,533.14655,360.913,395.51987,543.749,539.74817,334.70782,544.1486,360.51288,543.14856,383.51782,395.31985,392.71927,395.72003,378.91656,397.72028,398.32034,398.1204,394.9197,390.51898,689.57825,690.1782,683.17664,685.77747,645.76953,377.51633,699.5799,640.9683,671.7748,413.12234,330.5061,700.58014,718.784,376.1163,381.9173,675.77545,660.57214,734.987,384.51752,386.11835,91.17007,94.87144,80.17139,455.332,469.93454,456.33188,462.73355,407.52246,448.93066,318.1036,643.1686,378.71573,681.77625,658.7719,340.30804,674.775,670.57367,659.7721,721.18396,696.57916,672.3742,680.576,310.30322,643.56866,680.3761,657.1717,684.3769,629.566,655.9712,464.93335,691.77856,700.78033,694.9794,640.1688,694.7791,583.95746,702.98065,695.17975,649.37006,692.37866,413.92407,504.34186,516.5442,496.74042,533.14764,76.45477,131.26584,536.5485,512.94324,499.5407,495.3387,327.90552,359.11218,380.11603,-138.18785,464.53275,471.3341,405.3212,376.3155,88.45746
test_returns:CarRacingF1-Italy-v0,601.5506,574.74536,572.7445,584.14716,581.7464,570.14417,572.34485,577.3457,591.3483,591.5486,660.5622,643.359,652.96045,657.1615,665.7634,677.3652,672.3643,669.164,668.9634,678.1658,650.7605,604.7509,652.56055,586.14734,663.16254,658.3616,614.75305,594.1489,668.5634,652.9605,756.3811,756.981,784.1867,698.1697,745.1792,770.58405,655.7611,765.9833,763.5825,763.7827,637.55743,643.55896,531.13635,658.5616,597.5497,625.35535,636.3574,604.75116,493.129,634.7566,659.1623,624.95483,668.1641,652.36096,661.5627,660.16223,672.3642,631.75653,629.7562,654.5612,638.3579,627.9557,620.9545,625.55524,603.1512,617.35376,614.55304,634.55707,632.7568,612.35254,715.3729,702.7707,736.5768,702.57043,714.1726,749.77997,709.5715,743.97815,730.9762,715.1731,-46.770565,713.5725,341.2979,726.7755,753.78125,597.14923,694.3688,747.17926,699.97015,741.97845,426.91516,432.3158,467.9236,449.1194,483.1266,436.31705,445.1187,424.91473,457.92123,206.87119
