metric,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
test_returns:CarRacingF1-Hungary-v0,-84.57703,-25.96544,177.67587,-36.16745,76.65477,-39.968185,-44.769127,-36.56752,-40.56831,-36.767563,754.591,704.18066,702.9806,592.95874,664.37317,156.8713,779.1957,720.9843,692.779,525.145,676.97626,164.07228,236.48714,716.5837,645.5698,265.6949,671.77454,556.1514,734.18787,547.55066,-68.5738,20.843742,24.644524,19.443481,392.3183,-74.57502,19.843567,-29.366053,69.65332,-20.164282,636.3676,628.5656,645.1694,638.96814,617.96375,634.16724,649.1703,623.5648,620.7642,621.9644,832.9001,737.3872,715.9838,681.7773,737.7883,700.98083,738.3884,694.3799,656.1708,703.9817,836.20013,830.99994,259.29355,726.5858,571.35535,773.19525,685.37726,747.7902,793.3992,574.7559,457.9459,829.29944,821.79987,802.7003,742.5892,744.9895,740.98883,575.7562,795.3993,730.58655,0.83996004,311.50232,94.05861,39.047565,97.45926,-7.3616214,43.848557,105.06064,-160.19235,38.04741,723.3849,734.78754,726.7861,112.66197,624.9658,615.16364,777.196,785.1974,742.389,727.7865
test_returns:CarRacingF1-Russia-v0,101.259705,79.45528,68.25305,21.44387,-73.37477,38.44722,-20.56439,-22.364737,70.05344,-48.7699,473.13574,275.09622,267.2949,262.6941,432.12698,528.7464,441.12906,307.1028,262.89417,365.31415,304.90268,720.5847,615.1636,641.9694,520.1452,750.59045,756.79205,669.9746,690.37885,561.95355,-49.16996,29.045395,-158.39198,-142.98886,-154.5912,47.84908,-178.59612,329.50772,-81.97651,-54.97107,622.36426,647.16956,622.3646,457.73193,429.32623,606.7616,621.3641,425.3255,618.96344,429.3263,58.249,771.39484,767.594,738.7884,738.7879,47.44898,757.792,763.5932,727.98645,745.38934,659.97217,490.13922,698.17993,476.33655,778.79614,767.994,781.7965,543.1496,789.79865,701.9804,99.9615,483.93768,445.33008,248.49097,294.49918,483.73767,519.34454,-81.97647,521.7451,161.47227,84.25653,48.249702,-38.767693,288.4979,234.28685,110.66204,47.449505,73.45445,250.89026,34.646736,266.89462,745.3896,546.94965,758.5916,762.193,499.141,713.5831,699.78015,719.58405,267.09442
test_returns:CarRacingF1-Singapore-v0,-93.37879,-93.37878,404.12112,-91.57842,-80.576195,-81.97649,-93.17874,58.65127,-93.178734,-86.97749,274.89587,383.11734,373.91568,382.9175,466.13394,-4.36116,385.91776,131.66592,469.73438,319.50363,195.07872,273.89508,379.1167,511.14297,452.53122,697.77966,530.1464,412.3237,479.5365,332.70764,66.85281,-52.370567,69.65338,-58.9719,-98.37978,-90.17815,-85.97729,65.852615,-58.571823,-46.969486,386.71762,383.11682,376.31555,384.11707,372.91455,386.3174,376.5154,380.71628,385.91754,381.3163,768.79395,759.19196,680.77637,769.79407,771.1945,777.79535,670.57446,201.88094,352.5116,761.39215,773.19495,792.9983,758.79175,796.1995,792.79877,782.1968,741.1885,774.19495,791.398,364.71417,84.257034,135.67757,327.50674,87.056854,653.7709,167.07335,249.68959,514.5431,191.47783,454.9322,-74.774925,-6.5613847,32.246445,251.2903,267.09344,-55.37104,199.88017,249.68993,245.68927,-170.39444,632.967,368.51474,380.91678,372.91568,619.5641,369.11404,726.18536,646.76996,380.11673,744.98926
test_returns:CarRacingF1-USA-v0,-35.96738,-25.365316,-22.96486,-35.767353,105.86066,-25.965433,125.26477,-19.564165,-9.96229,-21.364542,481.33673,601.5604,531.3465,313.9037,522.14484,403.12143,234.0877,300.30103,464.93353,693.77856,218.48328,656.1718,676.1762,575.95605,199.87953,642.9694,290.0977,187.07692,347.1108,687.7786,-192.799,-192.39893,-192.19888,-192.19888,-192.39893,-192.39893,-192.59897,-192.39893,-192.39893,-192.39893,465.1328,460.33188,467.93356,451.12997,479.73587,454.33075,464.1328,463.73257,486.1371,477.33536,628.76556,622.56506,557.9512,181.27585,282.29733,435.92712,-5.961511,681.1766,767.1934,544.1489,141.78189,137.68141,205.6815,708.5822,192.27844,190.27794,193.67883,699.18054,691.97955,195.67914,113.07281,108.67188,99.07352,165.07257,44.648426,492.9389,519.5439,167.27295,532.9464,-4.36116,-187.59795,-190.59856,-191.99884,-191.99884,-67.57384,-190.39851,37.64755,-189.59834,-187.79799,-189.59836,531.34595,641.7691,319.50525,653.1714,549.9509,666.9743,573.35535,679.9767,654.1712,511.9435
test_returns:CarRacingF1-Bahrain-v0,-7.971823,-107.77183,-104.17111,-138.97806,-108.77202,-102.7708,-108.57198,-107.1717,-124.97525,-112.17271,309.31308,595.76874,585.9669,377.12598,37.05696,584.967,-122.37469,567.5632,625.775,502.9506,341.91827,347.52063,374.32623,483.54816,360.9237,299.51132,598.3703,357.7234,365.92435,378.72736,-106.571594,-108.17192,-100.1703,-112.77284,-107.57178,-96.769585,-105.171326,-93.96905,-105.97148,-117.37374,460.5429,481.1467,462.1431,477.74622,466.74387,459.7425,461.54315,472.345,468.7443,466.14407,559.28156,476.54633,433.3378,442.5396,386.72885,452.74164,453.34204,381.72784,591.3687,677.786,-25.371758,694.5898,724.1952,737.79767,510.75278,456.74225,228.09511,139.6778,304.31253,728.99567,256.71707,373.1257,610.17285,389.52896,605.9713,470.54526,659.9825,-120.7744,46.658737,653.1804,32.45656,223.69507,204.8913,198.6898,226.09543,212.09245,160.08218,225.49532,79.065735,163.88283,316.9151,536.55835,416.3347,388.32916,375.12482,307.11356,269.30603,606.9716,706.59174,314.31476
test_returns:CarRacingF1-China-v0,1.630043,2.030098,-153.581,-152.98087,-152.1807,-100.57035,-156.78162,-156.58159,-109.17209,-157.78181,-23.272495,476.54553,-104.97122,479.54587,535.95746,-100.97041,501.75052,499.95044,-103.970955,-101.9706,96.068665,296.709,51.459694,170.2841,45.058456,187.68768,91.26767,93.06804,282.70624,42.258,-160.78242,-160.38234,-149.78023,-156.38155,-136.57755,-162.18272,-159.38214,-160.78242,-158.78203,-163.583,385.92767,383.92722,378.12598,380.92664,370.72458,383.72723,378.92615,380.5265,381.12668,391.72888,-13.37043,-22.871765,-12.369716,-17.970488,-20.572592,-17.271053,-20.870903,-124.1718,-13.270282,-15.970209,399.12955,380.5257,399.52948,350.71982,608.9714,601.77014,151.68025,448.1392,423.53433,400.52957,-2.969499,-24.373793,-13.569288,388.34366,-103.3709,282.10785,488.9481,486.94803,184.68654,440.13757,-99.56997,-64.5628,178.88596,-44.958908,181.8865,-21.554241,-167.98392,167.2837,177.88562,39.05772,-106.37151,426.33533,-101.97062,34.85665,-103.57095,-104.371124,86.26666,189.8876,393.72934,-106.17148
test_returns:CarRacingF1-UK-v0,-51.570423,-6.761664,177.07503,1.4399357,30.045574,162.07188,-39.568115,-7.5618167,-37.96779,183.07681,490.93912,469.5351,476.93665,474.7362,754.991,777.59595,741.7885,465.73425,688.9785,399.12115,463.33392,613.16345,460.3334,433.52783,459.33313,598.16046,451.73172,589.75867,762.99347,454.9323,-39.36805,-70.17414,-41.56852,-8.96211,-41.768543,124.864655,172.87494,-69.373985,-30.566317,-70.57422,468.13406,469.13422,469.3342,469.13434,468.53418,469.5344,468.73444,468.53418,468.9342,469.3341,748.78986,270.49573,686.7777,587.7585,714.98303,764.79333,768.7936,589.95886,774.5949,230.0872,774.7957,753.7915,781.59705,776.99634,460.3334,461.93347,458.93317,261.6942,778.99634,775.99585,-153.59204,144.06981,193.18867,409.83264,711.7828,-83.57683,462.73392,-80.976295,-31.166468,350.31125,299.90012,238.48749,85.05683,304.301,315.90338,291.09824,234.08673,86.45718,319.30386,165.4728,788.39813,697.3801,794.19995,591.7593,599.3607,612.76306,642.1692,572.5552,785.39777,459.93283
test_returns:CarRacingF1-Monaco-v0,-90.18807,-90.388115,-90.78819,-89.587944,-92.7886,-89.38791,-73.98476,-90.988235,-90.18807,60.041637,353.3014,609.3521,530.53613,268.48395,405.71164,344.09958,391.50882,402.511,-86.38731,378.7065,743.5786,675.76483,476.92596,241.87914,664.9631,368.30417,424.71564,600.5504,477.92603,508.53214,-107.99172,-110.39221,-99.59001,-82.58655,-115.19319,-111.192375,-107.19156,-108.59184,-110.99234,-97.18952,419.31384,381.9066,378.7061,431.31628,374.1052,373.90512,385.7074,379.30603,376.90567,374.7052,641.9581,547.7399,616.753,340.8993,416.51385,645.3591,473.125,601.75037,501.93057,747.7797,-129.9915,-131.49142,-132.19142,-134.59126,-135.69118,-136.69133,-139.39088,-161.39131,-180.49101,731.9765,386.30814,425.91568,450.1204,385.30765,392.5092,562.5425,379.1068,392.90927,394.50952,591.9485,266.2832,-40.37804,-85.3871,157.66133,122.85433,280.8861,256.68134,94.24883,180.26607,256.28113,572.5449,553.1409,493.1286,380.30673,553.741,551.94073,515.7334,551.7406,562.343,376.30566
test_returns:CarRacingF1-Germany-v0,-104.38098,-105.18114,-104.38098,-104.581024,-104.981094,-104.380974,-104.581024,-104.78107,-104.9811,-104.98111,295.70917,-118.78389,378.51605,115.26257,454.9314,495.139,392.91895,586.55725,604.36127,445.72934,90.25752,357.11124,258.2926,245.88885,499.54056,373.31604,422.12524,411.12338,356.91245,261.89258,-119.18396,-101.98048,-44.969112,-75.17505,-125.18519,-118.18376,-57.17136,119.063675,-58.371643,-107.9817,414.7235,418.5242,428.9262,426.7258,420.1244,429.52652,429.9264,426.32568,420.12436,427.9262,369.91525,376.71646,385.71793,368.51495,383.1178,378.5169,374.71622,388.51895,386.31848,374.116,379.51685,385.31805,384.3178,544.9495,489.33813,233.2862,378.9168,546.35004,342.5083,390.1193,-193.28922,255.00195,313.823,575.35547,691.5786,206.88132,398.52103,578.35626,578.9565,607.76196,100.25998,145.4689,240.88808,219.48407,216.08328,251.69043,88.65745,140.66808,215.8834,74.854935,524.94586,400.92117,521.3452,480.13684,529.54694,535.14777,266.89493,526.34595,353.51163,260.8938
test_returns:CarRacingF1-Italy-v0,12.829535,33.036304,30.63582,32.036125,31.235945,30.83586,32.836246,31.836084,226.47551,13.232448,540.93835,526.7352,406.9118,207.67175,533.5366,501.33005,541.7384,544.13873,520.93427,529.3359,477.32547,767.78326,713.9726,732.9763,778.98584,705.97095,696.36945,779.98584,717.37366,541.73865,290.4878,226.67616,5.430878,31.23593,27.23517,-1.3704633,406.7124,441.31934,226.47618,29.435598,448.1192,448.11923,437.7171,443.91843,450.11963,431.71582,437.717,436.71695,444.31845,445.5188,474.52444,230.07672,725.3749,445.31854,702.5706,625.5547,744.779,374.30444,386.90698,724.975,-43.06908,721.9746,713.973,703.97064,732.17645,35.636894,723.57416,716.9733,404.11157,642.55865,136.37085,739.37823,726.3753,718.17365,747.97986,709.1717,718.37366,765.98315,754.1808,692.7685,235.67714,218.0734,229.87567,207.27145,243.87859,233.07658,233.07639,237.87744,237.27722,228.0755,810.99176,806.1909,795.3888,848.9996,587.1471,833.99646,814.9929,818.794,775.1846,820.9943
