metric,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
test_returns:CarRacingF1-Hungary-v0,413.52304,401.9206,421.12427,424.12506,410.52243,416.52353,397.72012,426.72528,412.32294,417.32346,711.98254,617.1643,-43.768948,773.5955,672.5751,417.32428,696.5796,717.584,698.9807,564.55383,-26.459106,18.443272,276.09674,561.3529,406.32108,132.06586,614.7629,91.857895,43.248245,135.86697,-271.89655,639.5678,668.5741,607.96173,540.3483,642.5686,425.52594,-60.172096,693.37854,607.1614,446.9291,442.12833,471.534,471.53375,434.72702,460.73196,434.12668,471.73392,455.33087,464.9327,771.1944,773.59534,768.7939,736.58765,716.5838,692.1792,752.5907,763.5928,649.36993,707.3823,492.53815,704.9811,776.7957,724.9855,753.3913,780.39655,315.7043,736.5875,765.7935,563.3535,-99.98007,-83.17664,-45.569103,-107.78167,-20.564116,-156.99171,-105.98131,-98.379776,-116.78345,-66.173195,268.69363,306.30115,424.32523,398.1201,174.4745,212.08212,-36.16732,59.651466,224.88472,438.52792,371.11487,605.7618,-77.97566,601.3607,743.5888,710.5822,351.10995,71.65373,577.15625,627.36566
test_returns:CarRacingF1-Russia-v0,380.1158,265.6935,375.9151,389.31784,385.31754,382.31625,270.49463,373.31448,411.52194,355.31094,729.3866,695.98016,532.94763,273.89658,393.51886,695.97925,274.29688,744.5898,755.59204,575.7563,149.37251,166.78706,135.08403,71.65154,583.15686,446.32947,509.94293,257.89282,404.92212,539.3484,484.7378,663.3728,327.50684,751.39044,771.994,587.15735,664.97314,532.7476,771.1944,667.57404,465.7328,466.5332,466.93317,259.6928,467.93317,267.89438,494.33826,273.49536,273.09525,273.2955,779.19617,756.5919,775.9956,756.7913,754.59155,720.5845,727.786,747.19,741.3883,746.58954,493.53967,778.79614,531.3475,750.9906,324.30634,745.98956,489.53888,469.53513,314.70435,63.45206,-93.578766,-102.38057,-158.39198,6.841419,-129.1861,-98.37976,27.24546,-61.172184,41.0482,-32.566475,250.69084,214.48262,262.69324,265.694,243.68945,250.69109,283.6976,272.49548,252.6913,152.67012,201.09154,737.78766,530.34705,544.95013,639.36835,509.5429,559.553,507.5426,658.1721,247.69115
test_returns:CarRacingF1-Singapore-v0,303.901,322.1046,221.0838,331.10648,327.10562,321.10452,302.3005,266.49344,333.90714,345.9093,170.27426,112.862,522.7449,156.47127,198.08015,561.3529,537.348,340.90924,567.554,423.72437,-119.17852,152.18297,578.7563,116.26276,202.08003,308.30133,-113.18274,-89.578,84.856415,238.88739,167.67345,353.91098,473.5346,159.67165,169.0739,150.26967,220.084,141.66795,565.35297,193.47836,357.71188,388.91794,382.91666,359.9119,339.3082,364.71298,373.51483,385.51733,373.11493,394.51892,742.9888,460.73337,703.98065,487.7388,555.1511,443.52982,294.90024,388.9189,270.6955,408.92294,509.3429,361.51276,441.7296,466.9345,171.67444,218.28412,645.36926,666.7733,390.31824,421.72516,-147.98987,-73.5747,-27.565496,-70.374054,-136.3875,-98.77985,-86.17723,-93.1787,-69.77393,-70.5741,30.646004,-31.566435,241.48819,81.25608,53.450436,85.85692,16.643242,281.09668,101.06009,163.27243,276.49658,210.48227,385.31802,446.12973,191.87866,202.08093,591.9583,483.5369,650.17004,374.31546
test_returns:CarRacingF1-USA-v0,-30.561417,431.52606,246.88986,267.09375,183.47655,164.67253,302.101,420.52423,222.68481,323.5053,246.69019,218.48491,-6.7616334,-22.364706,-6.961676,-7.3617587,-5.3613706,439.72803,-15.763417,-5.5614285,-134.79715,-138.19714,-58.86902,160.88092,-141.29718,-185.99762,-186.19766,196.4799,-38.167793,-44.168976,-1.1604732,230.48624,578.7558,-2.1606686,296.09888,-2.7608395,4.440564,-1.9606715,164.27246,463.933,-226.99875,-233.19876,-239.69879,-243.49887,-107.7649,394.91873,401.12,392.31815,401.12006,393.1184,389.31888,319.9054,308.9029,395.52014,664.57294,313.30356,653.57135,616.3635,676.3758,593.3591,417.92404,164.47278,354.71136,277.09537,189.27798,255.49193,210.88228,301.90073,388.51752,511.14267,-193.19908,-192.39893,-192.799,-192.799,-193.39912,-193.99925,-192.39893,-192.19888,-192.59897,-191.7988,-158.59203,202.88055,119.46396,-53.370625,-40.568024,-193.19908,-160.7925,-44.76892,-193.39912,-189.7984,130.78485,74.45441,203.4803,194.67867,206.48126,-0.36036646,68.85326,67.45311,241.48811,-2.1607296
test_returns:CarRacingF1-Bahrain-v0,285.9077,287.30798,290.10837,296.50967,291.90897,274.90543,276.10574,289.10822,280.90652,272.90503,592.16925,316.31528,-100.770386,281.90857,303.31268,644.5796,277.30777,284.3092,297.71176,355.92343,-33.87276,-62.371647,421.3345,576.5648,295.31033,403.13135,606.1709,-27.955795,275.10574,268.50433,-76.85361,-173.67133,376.1263,183.0862,42.45795,205.89082,351.121,293.11,358.72235,374.52585,334.5173,309.7123,320.71442,333.11707,316.3136,351.92108,349.72058,327.71603,336.9179,324.31537,661.98267,-109.97223,369.12485,657.1817,374.7261,650.98047,645.1789,369.7256,314.9125,465.94254,185.88654,6.2508445,405.9327,404.33124,685.3872,426.1356,662.5827,405.53232,669.58405,657.1821,-16.953394,-122.97478,-154.9813,-117.57368,-110.77231,-184.98741,-114.37306,-103.570816,-134.37712,-151.78064,212.29236,332.71686,338.1178,310.51218,56.46132,341.91852,359.32205,374.52533,354.12106,315.1132,611.5719,510.95212,603.17017,358.92154,360.9217,528.5552,307.91284,497.54886,572.5642,373.52472
test_returns:CarRacingF1-China-v0,-54.77003,-60.77026,-69.97029,-76.571045,-69.76943,-79.170204,-81.87147,-57.169266,-73.570755,242.69888,154.4925,-114.973236,-104.371124,-120.37428,-8.352053,-108.57196,-101.97064,-104.571144,-106.171486,-105.97146,-18.470692,-42.474464,-124.06765,-57.74326,108.27124,-91.76855,-84.56706,315.71368,193.48825,184.68665,-45.370617,-59.769726,-77.47158,-85.2727,-108.870964,-131.67159,-69.87224,-52.970085,49.859497,-108.77199,-50.57006,-56.871048,-88.87005,-152.2699,-52.66999,275.3053,278.70618,280.5064,270.10437,282.50687,45.258717,213.8924,385.1267,435.33636,359.5216,380.92566,353.12036,61.461826,606.97125,68.46322,104.670525,-102.57074,441.53772,-91.16837,72.46406,52.26001,247.89919,-47.759666,58.46126,50.659977,-115.1732,-102.7707,-114.17292,-210.59262,-148.57999,-99.16992,-179.38623,-114.57306,-100.77026,-220.59467,-22.270115,-29.270212,-35.570164,-126.36997,-130.87022,-100.970314,-100.57027,-98.16976,-57.56146,-100.57026,-12.16954,-165.97095,-189.97069,490.7481,-97.56968,-102.17064,-3.5507848,-103.17082,-101.37046,-101.9706
test_returns:CarRacingF1-UK-v0,385.51746,349.11,373.1145,368.914,367.9137,220.88422,354.51096,357.71176,361.11258,366.31375,329.90735,314.70422,232.88829,152.47076,182.87741,601.9617,181.67714,459.93314,526.14636,555.15216,222.88574,9.84166,119.6635,460.133,367.11462,-84.777054,475.53595,476.3363,170.07422,436.12842,536.348,559.7528,234.28781,443.7296,531.34705,530.9469,452.73157,524.7456,408.52243,560.953,435.727,433.12637,440.52805,451.33008,467.93326,456.9312,472.7341,466.93295,471.73395,454.93088,462.53387,453.33182,471.13513,778.7962,450.93097,443.7297,435.52808,469.13516,431.72766,775.1956,749.79034,784.197,631.9669,772.99524,588.3583,760.9925,53.250084,742.9889,730.98645,663.9734,96.45929,102.86062,-105.58123,-94.77903,63.652752,-153.591,-52.170414,-55.371033,45.44909,-127.78576,314.70346,464.5332,235.48776,244.08955,467.93393,76.85494,263.2936,264.09366,246.89017,465.53345,259.89352,468.33496,453.33154,480.73724,482.33777,476.13635,467.13458,483.73804,476.93625,458.13293
test_returns:CarRacingF1-Monaco-v0,366.10306,369.10355,380.30588,131.65634,380.10587,377.105,345.8994,386.70703,323.2947,368.90347,545.1395,504.1315,487.52823,499.33072,517.7342,503.53128,513.53314,505.93198,479.5264,456.72192,-2.5595183,289.5073,160.86186,-71.984344,131.2559,128.45529,132.05609,492.5286,322.69525,470.72433,-111.99254,-7.7715335,-109.79208,-106.19135,-94.78902,-100.790245,-93.38874,-93.18869,-115.59327,-91.38832,381.70596,376.70508,362.3024,368.1035,364.50278,379.50577,369.3039,356.70108,362.9026,371.5041,182.26616,587.74774,534.93695,660.7623,568.7437,622.9546,634.3571,617.5534,482.5271,627.55554,555.34143,617.7537,691.7687,508.932,390.50903,401.91116,477.92612,536.5373,350.50107,522.1349,-131.59653,-126.795555,-124.19502,-127.19564,-129.19603,-123.99499,-95.98928,-93.38875,-130.79636,-126.59551,-116.6898,-122.08963,-98.18973,-99.38997,-97.789635,-97.38956,-97.98968,-97.98968,-96.38935,262.28244,372.30508,383.90732,367.10406,378.9062,255.28163,346.0998,441.31854,346.09982,382.9072,389.10846
test_returns:CarRacingF1-Germany-v0,290.49805,299.2999,289.69785,304.30093,294.49878,280.69614,289.098,305.10107,294.09875,285.097,252.49208,253.89095,245.09045,395.92035,371.9158,537.7487,360.9136,377.31693,244.88977,-61.17233,-66.386505,-63.484295,-75.28357,-68.68678,-72.18658,-92.28316,542.3487,654.7709,354.51175,-107.58162,492.73843,509.94168,94.858536,263.4943,181.27592,485.53717,233.88757,268.0946,82.85611,150.66974,348.1099,361.91263,348.31006,328.70596,341.10852,339.90802,372.51465,357.51154,340.70828,351.71088,393.92026,380.9174,346.71048,550.15063,535.3473,374.31604,632.9666,356.1111,532.1469,380.7172,529.5465,406.32248,339.90802,334.70685,722.3844,351.91162,311.50204,512.9436,420.9253,379.91696,-220.185,-124.98519,-125.785355,-128.58592,-120.98437,-122.184616,-123.38486,-134.38708,-123.78495,-163.59305,340.1081,131.86624,340.50858,94.25882,208.48155,317.3037,345.50912,362.71274,-120.58427,181.67613,555.55115,403.72128,394.91977,601.7602,588.3577,400.32086,378.51645,586.9573,392.51892,83.85632
test_returns:CarRacingF1-Italy-v0,279.88602,281.4862,279.2858,298.88992,274.8849,288.88766,266.28302,287.28745,280.28598,269.4837,825.7952,32.03611,788.58746,356.50235,665.7636,28.835459,29.035501,800.5901,771.5845,30.23575,-21.67116,368.7199,21.034052,549.7401,469.3244,-0.57024956,582.14685,160.26178,229.27638,365.90305,-76.37829,499.52972,374.90527,511.9325,486.32742,3.6305604,558.9417,502.33084,597.5496,539.73785,323.4945,311.69226,311.89215,314.893,313.69254,316.4931,308.89157,304.69092,319.6938,332.09647,669.96405,651.3606,661.9631,634.95734,682.16656,630.9563,685.96747,620.15454,685.96765,628.7558,637.35724,534.537,696.36914,663.3625,425.9157,682.9666,735.5768,673.7648,680.166,233.0772,-3.3706517,-119.594086,-29.575897,-44.97893,-122.99478,-60.181995,-121.394455,-24.174812,4.230847,15.033019,316.29327,312.69275,359.1021,342.4986,283.0867,330.6964,336.09735,318.4937,329.69617,329.49612,544.7393,543.139,549.94025,586.54736,412.31314,563.7429,9.231691,563.14276,557.7418,495.12927
